,labels_glass_SpectralClustering_params1,labels_glass_SpectralClustering_params10,labels_glass_SpectralClustering_params11,labels_glass_SpectralClustering_params12,labels_glass_SpectralClustering_params13,labels_glass_SpectralClustering_params14,labels_glass_SpectralClustering_params15,labels_glass_SpectralClustering_params16,labels_glass_SpectralClustering_params17,labels_glass_SpectralClustering_params18,labels_glass_SpectralClustering_params19,labels_glass_SpectralClustering_params2,labels_glass_SpectralClustering_params20,labels_glass_SpectralClustering_params21,labels_glass_SpectralClustering_params22,labels_glass_SpectralClustering_params23,labels_glass_SpectralClustering_params24,labels_glass_SpectralClustering_params25,labels_glass_SpectralClustering_params26,labels_glass_SpectralClustering_params27,labels_glass_SpectralClustering_params28,labels_glass_SpectralClustering_params29,labels_glass_SpectralClustering_params3,labels_glass_SpectralClustering_params30,labels_glass_SpectralClustering_params31,labels_glass_SpectralClustering_params32,labels_glass_SpectralClustering_params33,labels_glass_SpectralClustering_params34,labels_glass_SpectralClustering_params35,labels_glass_SpectralClustering_params36,labels_glass_SpectralClustering_params37,labels_glass_SpectralClustering_params38,labels_glass_SpectralClustering_params39,labels_glass_SpectralClustering_params4,labels_glass_SpectralClustering_params40,labels_glass_SpectralClustering_params41,labels_glass_SpectralClustering_params42,labels_glass_SpectralClustering_params43,labels_glass_SpectralClustering_params44,labels_glass_SpectralClustering_params45,labels_glass_SpectralClustering_params46,labels_glass_SpectralClustering_params47,labels_glass_SpectralClustering_params48,labels_glass_SpectralClustering_params49,labels_glass_SpectralClustering_params5,labels_glass_SpectralClustering_params50,labels_glass_SpectralClustering_params51,labels_glass_SpectralClustering_params52,labels_glass_SpectralClustering_params53,labels_glass_SpectralClustering_params54,labels_glass_SpectralClustering_params55,labels_glass_SpectralClustering_params56,labels_glass_SpectralClustering_params57,labels_glass_SpectralClustering_params58,labels_glass_SpectralClustering_params59,labels_glass_SpectralClustering_params6,labels_glass_SpectralClustering_params60,labels_glass_SpectralClustering_params7,labels_glass_SpectralClustering_params8,labels_glass_SpectralClustering_params9
B,0.3434158250433558,0.13918051019921576,0.143578773691503,0.13918051019921576,0.38983198482589343,0.38500230235755045,0.3610566907078141,0.4038196886920325,0.3985957484488304,0.42156397020264125,0.13202887641166913,0.33881620222671943,0.1475050976489415,0.13202887641166913,0.1475050976489415,0.13202887641166913,0.1475050976489415,0.4626995273790104,0.45900025424350044,0.4275164684167111,0.48182139858315404,0.4722795259364194,0.5608233078363147,0.47640298923478486,0.11228850226848479,0.13122980751605642,0.11228850226848479,0.13122980751605642,0.11228850226848479,0.13122980751605642,0.3775396477996952,0.3775396477996952,0.32244393614168254,0.5968190638130709,0.3413488623559256,0.4874938599186365,0.48916342185532996,0.09947375852135329,0.12542454737164896,0.09947375852135329,0.12542454737164896,0.09947375852135329,0.12542454737164896,0.3755630214210308,0.6184364277722859,0.3844472090652001,0.34083526982530576,0.34876788194477976,0.4597440380877831,0.4906392528516277,0.10206995674565418,0.12734287792107257,0.10206995674565418,0.12734287792107257,0.10206995674565418,0.668128003484309,0.12734287792107257,0.143578773691503,0.13918051019921576,0.143578773691503
BH,28.568634733754728,26.654578355086667,31.810955655353624,26.654578355086667,21.2331771417476,19.844378789301622,17.85041831823956,17.88034093612459,17.834794211297645,18.038922143848872,20.49467393391228,26.93431074355604,18.106310588972722,20.49467393391228,18.106310588972722,20.49467393391228,18.106310588972722,16.423998390529427,16.354946943367505,14.55520937704222,14.819963822485024,14.686741673820814,27.013477980345577,14.729396885896877,16.350951356029377,14.064850824320077,16.350951356029377,14.064850824320077,16.350951356029377,14.064850824320077,12.950782877562293,12.950782877562293,11.791640023821998,26.841411762126494,11.787191651346523,12.132374024702935,12.146411195917542,13.081311781744319,11.28187686353552,13.081311781744319,11.28187686353552,13.081311781744319,11.28187686353552,10.591533324867449,26.87665334673413,10.741802603801961,9.973664232439535,9.804053930493682,10.032222568310235,10.143150298356314,9.101950563651457,8.376838280419493,9.101950563651457,8.376838280419493,9.101950563651457,27.148864104785368,8.376838280419493,31.810955655353624,26.654578355086667,31.810955655353624
D,0.10015298024340559,0.24606801508437415,0.5146180873644068,0.24606801508437415,0.062066399965024076,0.07534045664339592,0.10013763884674168,0.10605518025259206,0.10086106682745137,0.12324695028337224,0.30516171904248246,0.08634127319315159,0.14352907274772386,0.30516171904248246,0.14352907274772386,0.30516171904248246,0.14352907274772386,0.041609881076464225,0.04236004378461147,0.06428234228689239,0.04296518918317094,0.05314846975981105,0.10402745346710945,0.05365763441877971,0.2689674238904293,0.17194823213132251,0.2689674238904293,0.17194823213132251,0.2689674238904293,0.17194823213132251,0.05750749354224437,0.05750749354224437,0.05507687871228705,0.07709509239709189,0.05491216759971437,0.05365763441877971,0.05365763441877971,0.21400310804604594,0.163964253936557,0.21400310804604594,0.163964253936557,0.21400310804604594,0.163964253936557,0.04316295335966198,0.07962130985112537,0.04146722782943817,0.054041170704769874,0.08348418164920778,0.0426943505942427,0.04189636414699135,0.18043205043171423,0.13562486073019736,0.18043205043171423,0.13562486073019736,0.18043205043171423,0.0644784143023136,0.13562486073019736,0.5146180873644068,0.24606801508437415,0.5146180873644068
H,1.486379249718617,0.7144666661683956,0.525682129142764,0.7144666661683956,1.8682372983464521,1.645346627981946,1.6218808346706757,1.635263310488936,1.6138822870729812,1.7053828248636564,1.140182813057788,1.3589657382525862,1.2729671752924065,1.140182813057788,1.2729671752924065,1.140182813057788,1.2729671752924065,2.3435345342653298,2.3685452007498946,2.682595726385105,2.4975786492596344,2.4222864386762897,1.2446897206577345,2.4312295712873744,1.2262902475300335,1.535023309657781,1.2262902475300335,1.535023309657781,1.2262902475300335,1.535023309657781,2.709403724772597,2.7094037247725975,3.0947273736744103,1.288317479067433,2.9641804041661306,2.8979512078675658,2.901005723733219,1.290073727621035,1.5778866431282335,1.290073727621035,1.5778866431282335,1.290073727621035,1.5778866431282335,3.1563391589190664,1.22990344602412,3.183467688498221,3.383019506254807,3.4037648113727292,3.2730185262845177,3.294111890666869,1.875665899699371,2.333383118133361,1.875665899699371,2.333383118133361,1.875665899699371,1.3401468550304592,2.333383118133361,0.525682129142764,0.7144666661683956,0.525682129142764
DBCV,-0.8639879069399816,-0.4507048730102349,-0.5904555098116765,-0.4507048730102349,-0.8490247016813538,-0.8329690398713043,-0.8455818505624448,-0.8380218860544736,-0.7511291834481587,-0.7844926475068519,-0.34925533743351983,-0.7976222477322258,-0.848647604975667,-0.34925533743351983,-0.848647604975667,-0.34925533743351983,-0.848647604975667,-0.6710592739705321,-0.6974329440541124,-0.8378165675613443,-0.6183240228815569,-0.7543732569022772,-0.864570319430511,-0.7571536690123541,-0.3525229126961092,-0.7409705928446446,-0.3525229126961092,-0.7409705928446446,-0.3525229126961092,-0.7409705928446446,-0.559024763160306,-0.5590247631603061,-0.7522876390353425,-0.8492999866873105,-0.4966689551204031,-0.6538031016497956,-0.653400149191459,-0.30255915450491594,-0.7116991479377404,-0.30255915450491594,-0.7116991479377404,-0.30255915450491594,-0.7116991479377404,-0.5543209750047406,-0.8792429529064671,-0.5640300850032296,-0.6902283741448014,-0.5630119265613867,-0.7073769901477984,-0.6955114873508355,-0.6245768266562017,-0.6678300740836128,-0.6245768266562017,-0.6678300740836128,-0.6245768266562017,-0.8866218414416934,-0.6678300740836128,-0.5904555098116765,-0.4507048730102349,-0.5904555098116765
I,0.6499925332169383,1.0658351513044417,1.0859080468771654,1.0658351513044417,0.5154097917298816,0.528506800354304,0.5786086377719522,0.5186923271153621,0.5197473533014719,0.4925991055859394,0.9231561850293247,0.7126338371106348,0.9430771586056653,0.9231561850293247,0.9430771586056653,0.9231561850293247,0.9430771586056653,0.38270084610262245,0.37780428318730397,0.4171503509090587,0.3666667652378028,0.3773023985818713,0.5616146390182883,0.3692696714118527,0.767027574227987,0.8071788242155957,0.767027574227987,0.8071788242155957,0.767027574227987,0.8071788242155957,0.30656815535585236,0.30656815535585225,0.3588329914156074,0.5125372869459669,0.3067370645733607,0.30150762344733206,0.30061459319852496,0.7107218187566909,0.6535509500344631,0.7107218187566909,0.6535509500344631,0.7107218187566909,0.6535509500344631,0.2828208890243955,0.4951247504715249,0.2761882679358278,0.30309713105562414,0.2735444842123619,0.2814541161474932,0.2679323288209639,0.6358755217168488,0.6048996614955438,0.6358755217168488,0.6048996614955438,0.6358755217168488,0.443869462123938,0.6048996614955438,1.0859080468771654,1.0658351513044417,1.0859080468771654
C,0.1589553830972828,0.044533241068419036,0.06068841422309721,0.044533241068419036,0.1701466562105467,0.15152743174077332,0.11413986518448767,0.11023244928156894,0.11147476630257239,0.12615811691478557,0.04222009213237896,0.1389343198400072,0.10478226367577301,0.04222009213237896,0.10478226367577301,0.04222009213237896,0.10478226367577301,0.21438838758515186,0.21215175465554192,0.14811873187203808,0.16071879573502532,0.16469915970517754,0.15435907933562845,0.16677950342502043,0.046847392232561326,0.10113917683705374,0.046847392232561326,0.10113917683705374,0.046847392232561326,0.10113917683705374,0.18914553817071353,0.18914553817071353,0.13753707256996098,0.15601068457659817,0.1459565961417442,0.16592135496123192,0.16626760028137316,0.04951387228873685,0.09634603778520288,0.04951387228873685,0.09634603778520288,0.04951387228873685,0.09634603778520288,0.171412059144776,0.1621303743234618,0.1822575298041761,0.13866224995196355,0.13924034534018953,0.17269179560581568,0.1735532769311788,0.07708184019576886,0.08409188954094893,0.07708184019576886,0.08409188954094893,0.07708184019576886,0.1840242586836115,0.08409188954094893,0.06068841422309721,0.044533241068419036,0.06068841422309721
VIASCKDE,0.13569236016649333,0.14707566532397284,0.14875711067584146,0.14707566532397284,0.145414329035895,0.1454172404160722,0.1536506816498709,0.1516412929370652,0.1504381130624233,0.14091486304005185,0.15272386709272687,0.13606608088490596,0.13977965116892624,0.15272386709272687,0.13977965116892624,0.15272386709272687,0.13977965116892624,0.12628210634447157,0.1288874052361087,0.1334370575529305,0.13295414441147174,0.1152605017818636,0.14787359319262072,0.11997567968192036,0.15325967262114168,0.14595897922787923,0.15325967262114168,0.14595897922787923,0.15325967262114168,0.14595897922787923,0.13815335507718723,0.13815335507718723,0.13443311821483045,0.1465460320770915,0.13457552826516062,0.12873333034472778,0.1280855913668279,,,,,,,0.13379545771715498,0.14339409668757214,0.13970648212246609,0.13826882906385157,0.13658069855206353,0.13463288103857315,0.134125977963403,0.15570394648304753,0.15486799208416327,0.15570394648304753,0.15486799208416327,0.15570394648304753,0.1336101144206476,0.15486799208416327,0.14875711067584146,0.14707566532397284,0.14875711067584146
COP,0.18776288837287508,0.2474929775082925,0.27774507884229843,0.2474929775082925,0.21674215552347129,0.2049781035033619,0.21538600409009817,0.24656013671714933,0.24711025681120385,0.24644007060169437,0.2513147243438548,0.21308550264491757,0.2196258299372452,0.2513147243438548,0.2196258299372452,0.2513147243438548,0.2196258299372452,0.2634677663479456,0.26325567056268645,0.22269671854347622,0.2706341136973752,0.2587232828667958,0.2265688881130501,0.259987827618993,0.2516349986095716,0.21851815517458317,0.2516349986095716,0.21851815517458317,0.2516349986095716,0.21851815517458317,0.2892575097967915,0.28925750979679155,0.23997427970665616,0.2563627191553997,0.29254954226895347,0.2911185197213374,0.2924710866460685,0.23978367593931177,0.22576270466768095,0.23978367593931177,0.22576270466768095,0.23978367593931177,0.22576270466768095,0.3011874800109267,0.2572473410801685,0.2943076493852725,0.23539238016948444,0.2928185525725459,0.27132931980691705,0.28317101036070264,0.2660118754437965,0.24823815639997143,0.2660118754437965,0.24823815639997143,0.2660118754437965,0.2477596934487089,0.24823815639997143,0.27774507884229843,0.2474929775082925,0.27774507884229843
Sym,0.0058593911532247725,0.008813465939083515,0.00783170155258719,0.008813465939083515,0.005079882490733081,0.005380281609154854,0.005952304771046035,0.005603789259982031,0.005535734524245,0.005490369508192227,0.008342899559828414,0.006469148654070742,0.008143018355910869,0.008342899559828414,0.008143018355910869,0.008342899559828414,0.008143018355910869,0.004505892883681403,0.004479412609614329,0.004984194733492899,0.004636431289127362,0.0046717342968702,0.005527577392647636,0.004633477641706518,0.00799898326287016,0.007932778294025685,0.00799898326287016,0.007932778294025685,0.00799898326287016,0.007932778294025685,0.004270621147692731,0.004270621147692729,0.004659785376959965,0.005268363428885914,0.004325983321764851,0.004122442017062784,0.004120830395740338,0.007731071407733833,0.006769655215481141,0.007731071407733833,0.006769655215481141,0.007731071407733833,0.006769655215481141,0.004058223504021643,0.005123602086888364,0.004008136917775875,0.004137360294561725,0.003995904118816731,0.0039896244732757,0.003861671820679518,0.0074428297427988534,0.006843710887108195,0.0074428297427988534,0.006843710887108195,0.0074428297427988534,0.004877658653497705,0.006843710887108195,0.00783170155258719,0.008813465939083515,0.00783170155258719
CS,2.5995704619839866,1.074864195536763,0.8955168914349257,1.074864195536763,2.500399706777141,2.295238220295252,2.132413873500432,2.0552179475741394,2.0993596976652054,2.220597051995335,1.161162892200989,2.2714820037793197,1.3504009623850453,1.161162892200989,1.3504009623850453,1.161162892200989,1.3504009623850453,2.407550590764532,2.413095281997717,2.5854836693863517,2.45358883256129,2.4746263364136247,2.101315774369412,2.4861554921856746,1.0464535719091297,1.322393810051709,1.0464535719091297,1.322393810051709,1.0464535719091297,1.322393810051709,2.4118889488035706,2.411888948803571,2.6852902376374628,2.0443108201575884,2.4817430389439847,2.473990031700196,2.477985878310383,0.8588766649993806,1.1084831686236065,0.8588766649993806,1.1084831686236065,0.8588766649993806,1.1084831686236065,2.4178618190006524,1.9936142856129484,2.4401764572990268,2.5815625420914023,2.466881626072874,2.3724926875956545,2.318548882188412,1.1657539621896367,1.4567333524427366,1.1657539621896367,1.4567333524427366,1.1657539621896367,2.159354918706499,1.4567333524427366,0.8955168914349257,1.074864195536763,0.8955168914349257
SF,0.10537844492250781,0.12419775952993695,0.10832313959004003,0.12419775952993695,0.07283462886375314,0.07987006821864806,0.061366965465009415,0.05876248517031746,0.060978544761533304,0.06136141332752043,0.05565022156815069,0.11123531219042848,0.07775127295735973,0.05565022156815069,0.07775127295735973,0.05565022156815069,0.07775127295735973,0.06362517442338644,0.06287335533542582,0.04288671550426959,0.04505371167332317,0.0479792695229625,0.10760961308419736,0.047770038534389214,0.03327834041572364,0.04875941184700139,0.03327834041572364,0.04875941184700139,0.03327834041572364,0.04875941184700139,0.03688951551590347,0.03688951551590347,0.02659106214155882,0.106144490913744,0.0253130847769949,0.03565321161681145,0.035504327185750695,0.0707539768971489,0.04207988566342191,0.0707539768971489,0.04207988566342191,0.0707539768971489,0.04207988566342191,0.02701966704217318,0.11367138180697067,0.027435798655883414,0.024519455412698177,0.018895796784972108,0.028065365763007777,0.029012843833717494,0.019975978090225,0.021219071632980757,0.019975978090225,0.021219071632980757,0.019975978090225,0.11231258951126255,0.021219071632980757,0.10832313959004003,0.12419775952993695,0.10832313959004003
