,labels_compound_HDBSCAN_params1,labels_compound_HDBSCAN_params10,labels_compound_HDBSCAN_params11,labels_compound_HDBSCAN_params12,labels_compound_HDBSCAN_params13,labels_compound_HDBSCAN_params14,labels_compound_HDBSCAN_params15,labels_compound_HDBSCAN_params16,labels_compound_HDBSCAN_params17,labels_compound_HDBSCAN_params18,labels_compound_HDBSCAN_params19,labels_compound_HDBSCAN_params2,labels_compound_HDBSCAN_params20,labels_compound_HDBSCAN_params21,labels_compound_HDBSCAN_params22,labels_compound_HDBSCAN_params23,labels_compound_HDBSCAN_params24,labels_compound_HDBSCAN_params25,labels_compound_HDBSCAN_params26,labels_compound_HDBSCAN_params27,labels_compound_HDBSCAN_params28,labels_compound_HDBSCAN_params29,labels_compound_HDBSCAN_params3,labels_compound_HDBSCAN_params30,labels_compound_HDBSCAN_params31,labels_compound_HDBSCAN_params32,labels_compound_HDBSCAN_params33,labels_compound_HDBSCAN_params34,labels_compound_HDBSCAN_params35,labels_compound_HDBSCAN_params36,labels_compound_HDBSCAN_params37,labels_compound_HDBSCAN_params38,labels_compound_HDBSCAN_params39,labels_compound_HDBSCAN_params4,labels_compound_HDBSCAN_params40,labels_compound_HDBSCAN_params41,labels_compound_HDBSCAN_params42,labels_compound_HDBSCAN_params43,labels_compound_HDBSCAN_params44,labels_compound_HDBSCAN_params45,labels_compound_HDBSCAN_params46,labels_compound_HDBSCAN_params47,labels_compound_HDBSCAN_params48,labels_compound_HDBSCAN_params49,labels_compound_HDBSCAN_params5,labels_compound_HDBSCAN_params50,labels_compound_HDBSCAN_params51,labels_compound_HDBSCAN_params52,labels_compound_HDBSCAN_params53,labels_compound_HDBSCAN_params54,labels_compound_HDBSCAN_params55,labels_compound_HDBSCAN_params56,labels_compound_HDBSCAN_params57,labels_compound_HDBSCAN_params58,labels_compound_HDBSCAN_params59,labels_compound_HDBSCAN_params6,labels_compound_HDBSCAN_params60,labels_compound_HDBSCAN_params61,labels_compound_HDBSCAN_params62,labels_compound_HDBSCAN_params63,labels_compound_HDBSCAN_params7,labels_compound_HDBSCAN_params8,labels_compound_HDBSCAN_params9
B,0.15197237037678554,0.11555243485666193,0.11555243485666193,0.11555243485666193,0.3778801918920435,0.3778801918920435,0.1068870182612463,0.1068870182612463,0.1068870182612463,0.1068870182612463,0.1068870182612463,0.15197237037678554,0.1068870182612463,0.3514760565894791,0.15197237037678554,0.15197237037678554,0.15197237037678554,0.15197237037678554,0.15197237037678554,0.42999711274483304,0.42999711274483304,0.11555243485666193,0.15197237037678554,0.11555243485666193,0.11555243485666193,0.11555243485666193,0.11555243485666193,0.3778801918920435,0.3778801918920435,0.1068870182612463,0.1068870182612463,0.1068870182612463,0.1068870182612463,0.15197237037678554,0.1068870182612463,0.1068870182612463,0.3514760565894791,0.15197237037678554,0.15197237037678554,0.15197237037678554,0.15197237037678554,0.15197237037678554,0.42999711274483304,0.42999711274483304,0.15197237037678554,0.11555243485666193,0.11555243485666193,0.11555243485666193,0.11555243485666193,0.11555243485666193,0.3778801918920435,0.3778801918920435,0.1068870182612463,0.1068870182612463,0.1068870182612463,0.42999711274483304,0.1068870182612463,0.1068870182612463,0.1068870182612463,0.3514760565894791,0.42999711274483304,0.11555243485666193,0.11555243485666193
BH,14.428040841969775,10.621198855950752,10.621198855950752,10.621198855950752,45.47765949079724,45.47765949079724,9.405353901127448,9.405353901127448,9.405353901127448,9.405353901127448,9.405353901127448,14.428040841969775,9.405353901127448,40.84314622434886,14.428040841969775,14.428040841969775,14.428040841969775,14.428040841969775,14.428040841969775,54.135844723432015,54.135844723432015,10.621198855950752,14.428040841969775,10.621198855950752,10.621198855950752,10.621198855950752,10.621198855950752,45.47765949079724,45.47765949079724,9.405353901127448,9.405353901127448,9.405353901127448,9.405353901127448,14.428040841969775,9.405353901127448,9.405353901127448,40.84314622434886,14.428040841969775,14.428040841969775,14.428040841969775,14.428040841969775,14.428040841969775,54.135844723432015,54.135844723432015,14.428040841969775,10.621198855950752,10.621198855950752,10.621198855950752,10.621198855950752,10.621198855950752,45.47765949079724,45.47765949079724,9.405353901127448,9.405353901127448,9.405353901127448,54.135844723432015,9.405353901127448,9.405353901127448,9.405353901127448,40.84314622434886,54.135844723432015,10.621198855950752,10.621198855950752
D,0.3912955541169693,0.6815994031693386,0.6815994031693386,0.6815994031693386,0.33458678977770456,0.33458678977770456,0.6242894623705917,0.6242894623705917,0.6242894623705917,0.6242894623705917,0.6242894623705917,0.3912955541169693,0.6242894623705917,0.38015118744805965,0.3912955541169693,0.3912955541169693,0.3912955541169693,0.3912955541169693,0.3912955541169693,0.32476265106625557,0.32476265106625557,0.6815994031693386,0.3912955541169693,0.6815994031693386,0.6815994031693386,0.6815994031693386,0.6815994031693386,0.33458678977770456,0.33458678977770456,0.6242894623705917,0.6242894623705917,0.6242894623705917,0.6242894623705917,0.3912955541169693,0.6242894623705917,0.6242894623705917,0.38015118744805965,0.3912955541169693,0.3912955541169693,0.3912955541169693,0.3912955541169693,0.3912955541169693,0.32476265106625557,0.32476265106625557,0.3912955541169693,0.6815994031693386,0.6815994031693386,0.6815994031693386,0.6815994031693386,0.6815994031693386,0.33458678977770456,0.33458678977770456,0.6242894623705917,0.6242894623705917,0.6242894623705917,0.32476265106625557,0.6242894623705917,0.6242894623705917,0.6242894623705917,0.38015118744805965,0.32476265106625557,0.6815994031693386,0.6815994031693386
H,0.24649519023343563,0.1934662849128059,0.1934662849128059,0.1934662849128059,0.2939471870191508,0.2939471870191508,0.1807967556610175,0.1807967556610175,0.1807967556610175,0.1807967556610175,0.1807967556610175,0.24649519023343563,0.1807967556610175,0.2827943993065937,0.24649519023343563,0.24649519023343563,0.24649519023343563,0.24649519023343563,0.24649519023343563,0.3178738049795941,0.3178738049795941,0.1934662849128059,0.24649519023343563,0.1934662849128059,0.1934662849128059,0.1934662849128059,0.1934662849128059,0.2939471870191508,0.2939471870191508,0.1807967556610175,0.1807967556610175,0.1807967556610175,0.1807967556610175,0.24649519023343563,0.1807967556610175,0.1807967556610175,0.2827943993065937,0.24649519023343563,0.24649519023343563,0.24649519023343563,0.24649519023343563,0.24649519023343563,0.3178738049795941,0.3178738049795941,0.24649519023343563,0.1934662849128059,0.1934662849128059,0.1934662849128059,0.1934662849128059,0.1934662849128059,0.2939471870191508,0.2939471870191508,0.1807967556610175,0.1807967556610175,0.1807967556610175,0.3178738049795941,0.1807967556610175,0.1807967556610175,0.1807967556610175,0.2827943993065937,0.3178738049795941,0.1934662849128059,0.1934662849128059
DBCV,0.36746549955987556,0.848070404683865,0.848070404683865,0.848070404683865,0.5760261230780429,0.5760261230780429,0.9067664400120544,0.9067664400120544,0.9067664400120544,0.9067664400120544,0.9067664400120544,0.36746549955987556,0.9067664400120544,0.6286525153458645,0.36746549955987556,0.36746549955987556,0.36746549955987556,0.36746549955987556,0.36746549955987556,0.41707798639706195,0.41707798639706195,0.848070404683865,0.36746549955987556,0.848070404683865,0.848070404683865,0.848070404683865,0.848070404683865,0.5760261230780429,0.5760261230780429,0.9067664400120544,0.9067664400120544,0.9067664400120544,0.9067664400120544,0.36746549955987556,0.9067664400120544,0.9067664400120544,0.6286525153458645,0.36746549955987556,0.36746549955987556,0.36746549955987556,0.36746549955987556,0.36746549955987556,0.41707798639706195,0.41707798639706195,0.36746549955987556,0.848070404683865,0.848070404683865,0.848070404683865,0.848070404683865,0.848070404683865,0.5760261230780429,0.5760261230780429,0.9067664400120544,0.9067664400120544,0.9067664400120544,0.41707798639706195,0.9067664400120544,0.9067664400120544,0.9067664400120544,0.6286525153458645,0.41707798639706195,0.848070404683865,0.848070404683865
I,1.1722834006948732,1.3960711895671731,1.3960711895671731,1.3960711895671731,0.861793334874394,0.861793334874394,1.4832742722944652,1.4832742722944652,1.4832742722944652,1.4832742722944652,1.4832742722944652,1.1722834006948732,1.4832742722944652,0.9145132705116248,1.1722834006948732,1.1722834006948732,1.1722834006948732,1.1722834006948732,1.1722834006948732,0.8015966093545511,0.8015966093545511,1.3960711895671731,1.1722834006948732,1.3960711895671731,1.3960711895671731,1.3960711895671731,1.3960711895671731,0.861793334874394,0.861793334874394,1.4832742722944652,1.4832742722944652,1.4832742722944652,1.4832742722944652,1.1722834006948732,1.4832742722944652,1.4832742722944652,0.9145132705116248,1.1722834006948732,1.1722834006948732,1.1722834006948732,1.1722834006948732,1.1722834006948732,0.8015966093545511,0.8015966093545511,1.1722834006948732,1.3960711895671731,1.3960711895671731,1.3960711895671731,1.3960711895671731,1.3960711895671731,0.861793334874394,0.861793334874394,1.4832742722944652,1.4832742722944652,1.4832742722944652,0.8015966093545511,1.4832742722944652,1.4832742722944652,1.4832742722944652,0.9145132705116248,0.8015966093545511,1.3960711895671731,1.3960711895671731
C,0.019960499806744383,0.007614441485431585,0.007614441485431585,0.007614441485431585,0.09543262244609965,0.09543262244609965,0.006650700681235796,0.006650700681235796,0.006650700681235796,0.006650700681235796,0.006650700681235796,0.019960499806744383,0.006650700681235796,0.08257406962926214,0.019960499806744383,0.019960499806744383,0.019960499806744383,0.019960499806744383,0.019960499806744383,0.11876137933746596,0.11876137933746596,0.007614441485431585,0.019960499806744383,0.007614441485431585,0.007614441485431585,0.007614441485431585,0.007614441485431585,0.09543262244609965,0.09543262244609965,0.006650700681235796,0.006650700681235796,0.006650700681235796,0.006650700681235796,0.019960499806744383,0.006650700681235796,0.006650700681235796,0.08257406962926214,0.019960499806744383,0.019960499806744383,0.019960499806744383,0.019960499806744383,0.019960499806744383,0.11876137933746596,0.11876137933746596,0.019960499806744383,0.007614441485431585,0.007614441485431585,0.007614441485431585,0.007614441485431585,0.007614441485431585,0.09543262244609965,0.09543262244609965,0.006650700681235796,0.006650700681235796,0.006650700681235796,0.11876137933746596,0.006650700681235796,0.006650700681235796,0.006650700681235796,0.08257406962926214,0.11876137933746596,0.007614441485431585,0.007614441485431585
CDbw,0.12574982210109684,0.11224797656249397,0.11224797656249397,0.11224797656249397,0.2526148556250404,0.2526148556250404,0.11981714318848914,0.11981714318848914,0.11981714318848914,0.11981714318848914,0.11981714318848914,0.12574982210109684,0.11981714318848914,0.10900882992137037,0.12574982210109684,0.12574982210109684,0.12574982210109684,0.12574982210109684,0.12574982210109684,0.05931786667865903,0.05931786667865903,0.11224797656249397,0.12574982210109684,0.11224797656249397,0.11224797656249397,0.11224797656249397,0.11224797656249397,0.2526148556250404,0.2526148556250404,0.11981714318848914,0.11981714318848914,0.11981714318848914,0.11981714318848914,0.12574982210109684,0.11981714318848914,0.11981714318848914,0.10900882992137037,0.12574982210109684,0.12574982210109684,0.12574982210109684,0.12574982210109684,0.12574982210109684,0.05931786667865903,0.05931786667865903,0.12574982210109684,0.11224797656249397,0.11224797656249397,0.11224797656249397,0.11224797656249397,0.11224797656249397,0.2526148556250404,0.2526148556250404,0.11981714318848914,0.11981714318848914,0.11981714318848914,0.05931786667865903,0.11981714318848914,0.11981714318848914,0.11981714318848914,0.10900882992137037,0.05931786667865903,0.11224797656249397,0.11224797656249397
VIASCKDE,0.4936857115803442,0.5281095032173461,0.5281095032173461,0.5281095032173461,0.5199709720254821,0.5199709720254821,0.5470995962950916,0.5470995962950916,0.5470995962950916,0.5470995962950916,0.5470995962950916,0.4936857115803442,0.5470995962950916,0.539621375885692,0.4936857115803442,0.4936857115803442,0.4936857115803442,0.4936857115803442,0.4936857115803442,0.48961807904590754,0.48961807904590754,0.5281095032173461,0.4936857115803442,0.5281095032173461,0.5281095032173461,0.5281095032173461,0.5281095032173461,0.5199709720254821,0.5199709720254821,0.5470995962950916,0.5470995962950916,0.5470995962950916,0.5470995962950916,0.4936857115803442,0.5470995962950916,0.5470995962950916,0.539621375885692,0.4936857115803442,0.4936857115803442,0.4936857115803442,0.4936857115803442,0.4936857115803442,0.48961807904590754,0.48961807904590754,0.4936857115803442,0.5281095032173461,0.5281095032173461,0.5281095032173461,0.5281095032173461,0.5281095032173461,0.5199709720254821,0.5199709720254821,0.5470995962950916,0.5470995962950916,0.5470995962950916,0.48961807904590754,0.5470995962950916,0.5470995962950916,0.5470995962950916,0.539621375885692,0.48961807904590754,0.5281095032173461,0.5281095032173461
COP,0.17800416993554363,0.19725100606057336,0.19725100606057336,0.19725100606057336,0.2854857944329702,0.2854857944329702,0.22540191338424162,0.22540191338424162,0.22540191338424162,0.22540191338424162,0.22540191338424162,0.17800416993554363,0.22540191338424162,0.30075026858503634,0.17800416993554363,0.17800416993554363,0.17800416993554363,0.17800416993554363,0.17800416993554363,0.2609995213445057,0.2609995213445057,0.19725100606057336,0.17800416993554363,0.19725100606057336,0.19725100606057336,0.19725100606057336,0.19725100606057336,0.2854857944329702,0.2854857944329702,0.22540191338424162,0.22540191338424162,0.22540191338424162,0.22540191338424162,0.17800416993554363,0.22540191338424162,0.22540191338424162,0.30075026858503634,0.17800416993554363,0.17800416993554363,0.17800416993554363,0.17800416993554363,0.17800416993554363,0.2609995213445057,0.2609995213445057,0.17800416993554363,0.19725100606057336,0.19725100606057336,0.19725100606057336,0.19725100606057336,0.19725100606057336,0.2854857944329702,0.2854857944329702,0.22540191338424162,0.22540191338424162,0.22540191338424162,0.2609995213445057,0.22540191338424162,0.22540191338424162,0.22540191338424162,0.30075026858503634,0.2609995213445057,0.19725100606057336,0.19725100606057336
Sym,0.06665918723833465,0.10015145438015802,0.10015145438015802,0.10015145438015802,0.04823025654592925,0.04823025654592925,0.11083216552012888,0.11083216552012888,0.11083216552012888,0.11083216552012888,0.11083216552012888,0.06665918723833465,0.11083216552012888,0.053585770806595205,0.06665918723833465,0.06665918723833465,0.06665918723833465,0.06665918723833465,0.06665918723833465,0.0302608223622812,0.0302608223622812,0.10015145438015802,0.06665918723833465,0.10015145438015802,0.10015145438015802,0.10015145438015802,0.10015145438015802,0.04823025654592925,0.04823025654592925,0.11083216552012888,0.11083216552012888,0.11083216552012888,0.11083216552012888,0.06665918723833465,0.11083216552012888,0.11083216552012888,0.053585770806595205,0.06665918723833465,0.06665918723833465,0.06665918723833465,0.06665918723833465,0.06665918723833465,0.0302608223622812,0.0302608223622812,0.06665918723833465,0.10015145438015802,0.10015145438015802,0.10015145438015802,0.10015145438015802,0.10015145438015802,0.04823025654592925,0.04823025654592925,0.11083216552012888,0.11083216552012888,0.11083216552012888,0.0302608223622812,0.11083216552012888,0.11083216552012888,0.11083216552012888,0.053585770806595205,0.0302608223622812,0.10015145438015802,0.10015145438015802
