,labels_ionosphere_HDBSCAN_params1,labels_ionosphere_HDBSCAN_params10,labels_ionosphere_HDBSCAN_params11,labels_ionosphere_HDBSCAN_params12,labels_ionosphere_HDBSCAN_params13,labels_ionosphere_HDBSCAN_params14,labels_ionosphere_HDBSCAN_params2,labels_ionosphere_HDBSCAN_params22,labels_ionosphere_HDBSCAN_params23,labels_ionosphere_HDBSCAN_params24,labels_ionosphere_HDBSCAN_params25,labels_ionosphere_HDBSCAN_params26,labels_ionosphere_HDBSCAN_params27,labels_ionosphere_HDBSCAN_params28,labels_ionosphere_HDBSCAN_params29,labels_ionosphere_HDBSCAN_params3,labels_ionosphere_HDBSCAN_params30,labels_ionosphere_HDBSCAN_params31,labels_ionosphere_HDBSCAN_params32,labels_ionosphere_HDBSCAN_params33,labels_ionosphere_HDBSCAN_params34,labels_ionosphere_HDBSCAN_params35,labels_ionosphere_HDBSCAN_params4,labels_ionosphere_HDBSCAN_params43,labels_ionosphere_HDBSCAN_params44,labels_ionosphere_HDBSCAN_params45,labels_ionosphere_HDBSCAN_params46,labels_ionosphere_HDBSCAN_params47,labels_ionosphere_HDBSCAN_params48,labels_ionosphere_HDBSCAN_params49,labels_ionosphere_HDBSCAN_params5,labels_ionosphere_HDBSCAN_params6,labels_ionosphere_HDBSCAN_params7,labels_ionosphere_HDBSCAN_params8,labels_ionosphere_HDBSCAN_params9
DBCV,0.2981406187927261,0.2392458270983221,0.2392458270983221,0.2392458270983221,0.2392458270983221,0.2392458270983221,0.2981406187927261,0.2813954236812991,0.2813954236812991,0.2813954236812991,0.2813954236812991,0.2813954236812991,0.2813954236812991,0.2813954236812991,0.2392458270983221,0.2981406187927261,0.2392458270983221,0.2392458270983221,0.2392458270983221,0.2392458270983221,0.2392458270983221,0.2392458270983221,0.2981406187927261,0.3684230832645059,0.3684230832645059,0.3684230832645059,0.3684230832645059,0.3684230832645059,0.3684230832645059,0.3684230832645059,0.2981406187927261,0.2981406187927261,0.2981406187927261,0.2392458270983221,0.2392458270983221
I,36.06161516727248,114.21224436069522,114.21224436069522,114.21224436069522,114.21224436069522,114.21224436069522,36.06161516727248,41.049837208906716,41.049837208906716,41.049837208906716,41.049837208906716,41.049837208906716,41.049837208906716,41.049837208906716,114.21224436069522,36.06161516727248,114.21224436069522,114.21224436069522,114.21224436069522,114.21224436069522,114.21224436069522,114.21224436069522,36.06161516727248,12.546170742216107,12.546170742216107,12.546170742216107,12.546170742216107,12.546170742216107,12.546170742216107,12.546170742216107,36.06161516727248,36.06161516727248,36.06161516727248,114.21224436069522,114.21224436069522
C,0.519295228891816,0.5316680321053677,0.5316680321053677,0.5316680321053677,0.5316680321053677,0.5316680321053677,0.519295228891816,0.5098911603579391,0.5098911603579391,0.5098911603579391,0.5098911603579391,0.5098911603579391,0.5098911603579391,0.5098911603579391,0.5316680321053677,0.519295228891816,0.5316680321053677,0.5316680321053677,0.5316680321053677,0.5316680321053677,0.5316680321053677,0.5316680321053677,0.519295228891816,0.3387711557301842,0.3387711557301842,0.3387711557301842,0.3387711557301842,0.3387711557301842,0.3387711557301842,0.3387711557301842,0.519295228891816,0.519295228891816,0.519295228891816,0.5316680321053677,0.5316680321053677
VIASCKDE,0.031523703061423713,0.028003089222245526,0.028003089222245526,0.028003089222245526,0.028003089222245526,0.028003089222245526,0.031523703061423713,0.027058578914288648,0.027058578914288648,0.027058578914288648,0.027058578914288648,0.027058578914288648,0.027058578914288648,0.027058578914288648,0.028003089222245526,0.031523703061423713,0.028003089222245526,0.028003089222245526,0.028003089222245526,0.028003089222245526,0.028003089222245526,0.028003089222245526,0.031523703061423713,0.01943816380568142,0.01943816380568142,0.01943816380568142,0.01943816380568142,0.01943816380568142,0.01943816380568142,0.01943816380568142,0.031523703061423713,0.031523703061423713,0.031523703061423713,0.028003089222245526,0.028003089222245526
COP,0.4711310434154859,0.4281432669384462,0.4281432669384462,0.4281432669384462,0.4281432669384462,0.4281432669384462,0.4711310434154859,0.4384862076762619,0.4384862076762619,0.4384862076762619,0.4384862076762619,0.4384862076762619,0.4384862076762619,0.4384862076762619,0.4281432669384462,0.4711310434154859,0.4281432669384462,0.4281432669384462,0.4281432669384462,0.4281432669384462,0.4281432669384462,0.4281432669384462,0.4711310434154859,0.4183379141574945,0.4183379141574945,0.4183379141574945,0.4183379141574945,0.4183379141574945,0.4183379141574945,0.4183379141574945,0.4711310434154859,0.4711310434154859,0.4711310434154859,0.4281432669384462,0.4281432669384462
Sym,0.0003256222279904374,0.00046879163403121217,0.00046879163403121217,0.00046879163403121217,0.00046879163403121217,0.00046879163403121217,0.0003256222279904374,0.0004051517426156611,0.0004051517426156611,0.0004051517426156611,0.0004051517426156611,0.0004051517426156611,0.0004051517426156611,0.0004051517426156611,0.00046879163403121217,0.0003256222279904374,0.00046879163403121217,0.00046879163403121217,0.00046879163403121217,0.00046879163403121217,0.00046879163403121217,0.00046879163403121217,0.0003256222279904374,0.0005269062843523783,0.0005269062843523783,0.0005269062843523783,0.0005269062843523783,0.0005269062843523783,0.0005269062843523783,0.0005269062843523783,0.0003256222279904374,0.0003256222279904374,0.0003256222279904374,0.00046879163403121217,0.00046879163403121217
CS,1.1579878633227203,1.7421603812204223,1.7421603812204223,1.7421603812204223,1.7421603812204223,1.7421603812204223,1.1579878633227203,1.6598239092300522,1.6598239092300522,1.6598239092300522,1.6598239092300522,1.6598239092300522,1.6598239092300522,1.6598239092300522,1.7421603812204223,1.1579878633227203,1.7421603812204223,1.7421603812204223,1.7421603812204223,1.7421603812204223,1.7421603812204223,1.7421603812204223,1.1579878633227203,2.84685856597951,2.84685856597951,2.84685856597951,2.84685856597951,2.84685856597951,2.84685856597951,2.84685856597951,1.1579878633227203,1.1579878633227203,1.1579878633227203,1.7421603812204223,1.7421603812204223
SF,0.0007760649725894186,0.006059431449311092,0.006059431449311092,0.006059431449311092,0.006059431449311092,0.006059431449311092,0.0007760649725894186,0.0013366306967094177,0.0013366306967094177,0.0013366306967094177,0.0013366306967094177,0.0013366306967094177,0.0013366306967094177,0.0013366306967094177,0.006059431449311092,0.0007760649725894186,0.006059431449311092,0.006059431449311092,0.006059431449311092,0.006059431449311092,0.006059431449311092,0.006059431449311092,0.0007760649725894186,0.0015485300431555826,0.0015485300431555826,0.0015485300431555826,0.0015485300431555826,0.0015485300431555826,0.0015485300431555826,0.0015485300431555826,0.0007760649725894186,0.0007760649725894186,0.0007760649725894186,0.006059431449311092,0.006059431449311092
SD,151.33255045252685,229.8833899668804,229.8833899668804,229.8833899668804,229.8833899668804,229.8833899668804,151.33255045252685,228.40895744774926,228.40895744774926,228.40895744774926,228.40895744774926,228.40895744774926,228.40895744774926,228.40895744774926,229.8833899668804,151.33255045252685,229.8833899668804,229.8833899668804,229.8833899668804,229.8833899668804,229.8833899668804,229.8833899668804,151.33255045252685,464.9530468544019,464.9530468544019,464.9530468544019,464.9530468544019,464.9530468544019,464.9530468544019,464.9530468544019,151.33255045252685,151.33255045252685,151.33255045252685,229.8833899668804,229.8833899668804
SDbw,0.2664158620643631,0.49740044786026827,0.49740044786026827,0.49740044786026827,0.49740044786026827,0.49740044786026827,0.2664158620643631,0.45180533411171114,0.45180533411171114,0.45180533411171114,0.45180533411171114,0.45180533411171114,0.45180533411171114,0.45180533411171114,0.49740044786026827,0.2664158620643631,0.49740044786026827,0.49740044786026827,0.49740044786026827,0.49740044786026827,0.49740044786026827,0.49740044786026827,0.2664158620643631,0.9312094491098085,0.9312094491098085,0.9312094491098085,0.9312094491098085,0.9312094491098085,0.9312094491098085,0.9312094491098085,0.2664158620643631,0.2664158620643631,0.2664158620643631,0.49740044786026827,0.49740044786026827
XB*,6.536509484127932,7.406846406518611,7.406846406518611,7.406846406518611,7.406846406518611,7.406846406518611,6.536509484127932,5.803340741108924,5.803340741108924,5.803340741108924,5.803340741108924,5.803340741108924,5.803340741108924,5.803340741108924,7.406846406518611,6.536509484127932,7.406846406518611,7.406846406518611,7.406846406518611,7.406846406518611,7.406846406518611,7.406846406518611,6.536509484127932,6.8320545968719175,6.8320545968719175,6.8320545968719175,6.8320545968719175,6.8320545968719175,6.8320545968719175,6.8320545968719175,6.536509484127932,6.536509484127932,6.536509484127932,7.406846406518611,7.406846406518611
S,0.014865417930165386,-0.0031950062111816735,-0.0031950062111816735,-0.0031950062111816735,-0.0031950062111816735,-0.0031950062111816735,0.014865417930165386,0.013064356355372335,0.013064356355372335,0.013064356355372335,0.013064356355372335,0.013064356355372335,0.013064356355372335,0.013064356355372335,-0.0031950062111816735,0.014865417930165386,-0.0031950062111816735,-0.0031950062111816735,-0.0031950062111816735,-0.0031950062111816735,-0.0031950062111816735,-0.0031950062111816735,0.014865417930165386,0.16292119921677467,0.16292119921677467,0.16292119921677467,0.16292119921677467,0.16292119921677467,0.16292119921677467,0.16292119921677467,0.014865417930165386,0.014865417930165386,0.014865417930165386,-0.0031950062111816735,-0.0031950062111816735
DB,1.8326821906812438,2.327349167861792,2.327349167861792,2.327349167861792,2.327349167861792,2.327349167861792,1.8326821906812438,2.0540987501674057,2.0540987501674057,2.0540987501674057,2.0540987501674057,2.0540987501674057,2.0540987501674057,2.0540987501674057,2.327349167861792,1.8326821906812438,2.327349167861792,2.327349167861792,2.327349167861792,2.327349167861792,2.327349167861792,2.327349167861792,1.8326821906812438,3.037009369697334,3.037009369697334,3.037009369697334,3.037009369697334,3.037009369697334,3.037009369697334,3.037009369697334,1.8326821906812438,1.8326821906812438,1.8326821906812438,2.327349167861792,2.327349167861792
CH,17.36137694669633,21.234417405803402,21.234417405803402,21.234417405803402,21.234417405803402,21.234417405803402,17.36137694669633,22.92754722251062,22.92754722251062,22.92754722251062,22.92754722251062,22.92754722251062,22.92754722251062,22.92754722251062,21.234417405803402,17.36137694669633,21.234417405803402,21.234417405803402,21.234417405803402,21.234417405803402,21.234417405803402,21.234417405803402,17.36137694669633,28.60449503291047,28.60449503291047,28.60449503291047,28.60449503291047,28.60449503291047,28.60449503291047,28.60449503291047,17.36137694669633,17.36137694669633,17.36137694669633,21.234417405803402,21.234417405803402
AD-S,0.16344158512247153,0.12828700439922067,0.12828700439922067,0.12828700439922067,0.12828700439922067,0.12828700439922067,0.16344158512247153,0.160177100616438,0.160177100616438,0.160177100616438,0.160177100616438,0.160177100616438,0.160177100616438,0.160177100616438,0.12828700439922067,0.16344158512247153,0.12828700439922067,0.12828700439922067,0.12828700439922067,0.12828700439922067,0.12828700439922067,0.12828700439922067,0.16344158512247153,0.22364630696862706,0.22364630696862706,0.22364630696862706,0.22364630696862706,0.22364630696862706,0.22364630696862706,0.22364630696862706,0.16344158512247153,0.16344158512247153,0.16344158512247153,0.12828700439922067,0.12828700439922067
AD-DB,3.350391912025199,3.5109858008300585,3.5109858008300585,3.5109858008300585,3.5109858008300585,3.5109858008300585,3.350391912025199,3.4690256260675474,3.4690256260675474,3.4690256260675474,3.4690256260675474,3.4690256260675474,3.4690256260675474,3.4690256260675474,3.5109858008300585,3.350391912025199,3.5109858008300585,3.5109858008300585,3.5109858008300585,3.5109858008300585,3.5109858008300585,3.5109858008300585,3.350391912025199,2.87199397957871,2.87199397957871,2.87199397957871,2.87199397957871,2.87199397957871,2.87199397957871,2.87199397957871,3.350391912025199,3.350391912025199,3.350391912025199,3.5109858008300585,3.5109858008300585
AD-CH,27.968961581510154,53.12679604817675,53.12679604817675,53.12679604817675,53.12679604817675,53.12679604817675,27.968961581510154,42.052985471829494,42.052985471829494,42.052985471829494,42.052985471829494,42.052985471829494,42.052985471829494,42.052985471829494,53.12679604817675,27.968961581510154,53.12679604817675,53.12679604817675,53.12679604817675,53.12679604817675,53.12679604817675,53.12679604817675,27.968961581510154,101.00251889054711,101.00251889054711,101.00251889054711,101.00251889054711,101.00251889054711,101.00251889054711,101.00251889054711,27.968961581510154,27.968961581510154,27.968961581510154,53.12679604817675,53.12679604817675
AD-idea,4.625868765005592,1.9344242845675879,1.9344242845675879,1.9344242845675879,1.9344242845675879,1.9344242845675879,4.625868765005592,2.656421563502386,2.656421563502386,2.656421563502386,2.656421563502386,2.656421563502386,2.656421563502386,2.656421563502386,1.9344242845675879,4.625868765005592,1.9344242845675879,1.9344242845675879,1.9344242845675879,1.9344242845675879,1.9344242845675879,1.9344242845675879,4.625868765005592,1.8722617629428986,1.8722617629428986,1.8722617629428986,1.8722617629428986,1.8722617629428986,1.8722617629428986,1.8722617629428986,4.625868765005592,4.625868765005592,4.625868765005592,1.9344242845675879,1.9344242845675879
