,labels_twodiamonds_HDBSCAN_params1,labels_twodiamonds_HDBSCAN_params10,labels_twodiamonds_HDBSCAN_params11,labels_twodiamonds_HDBSCAN_params12,labels_twodiamonds_HDBSCAN_params13,labels_twodiamonds_HDBSCAN_params14,labels_twodiamonds_HDBSCAN_params15,labels_twodiamonds_HDBSCAN_params16,labels_twodiamonds_HDBSCAN_params17,labels_twodiamonds_HDBSCAN_params18,labels_twodiamonds_HDBSCAN_params19,labels_twodiamonds_HDBSCAN_params2,labels_twodiamonds_HDBSCAN_params20,labels_twodiamonds_HDBSCAN_params21,labels_twodiamonds_HDBSCAN_params22,labels_twodiamonds_HDBSCAN_params23,labels_twodiamonds_HDBSCAN_params24,labels_twodiamonds_HDBSCAN_params25,labels_twodiamonds_HDBSCAN_params26,labels_twodiamonds_HDBSCAN_params27,labels_twodiamonds_HDBSCAN_params28,labels_twodiamonds_HDBSCAN_params29,labels_twodiamonds_HDBSCAN_params3,labels_twodiamonds_HDBSCAN_params30,labels_twodiamonds_HDBSCAN_params31,labels_twodiamonds_HDBSCAN_params32,labels_twodiamonds_HDBSCAN_params33,labels_twodiamonds_HDBSCAN_params34,labels_twodiamonds_HDBSCAN_params35,labels_twodiamonds_HDBSCAN_params36,labels_twodiamonds_HDBSCAN_params37,labels_twodiamonds_HDBSCAN_params38,labels_twodiamonds_HDBSCAN_params39,labels_twodiamonds_HDBSCAN_params4,labels_twodiamonds_HDBSCAN_params40,labels_twodiamonds_HDBSCAN_params41,labels_twodiamonds_HDBSCAN_params42,labels_twodiamonds_HDBSCAN_params43,labels_twodiamonds_HDBSCAN_params44,labels_twodiamonds_HDBSCAN_params45,labels_twodiamonds_HDBSCAN_params46,labels_twodiamonds_HDBSCAN_params47,labels_twodiamonds_HDBSCAN_params48,labels_twodiamonds_HDBSCAN_params49,labels_twodiamonds_HDBSCAN_params5,labels_twodiamonds_HDBSCAN_params50,labels_twodiamonds_HDBSCAN_params51,labels_twodiamonds_HDBSCAN_params52,labels_twodiamonds_HDBSCAN_params53,labels_twodiamonds_HDBSCAN_params54,labels_twodiamonds_HDBSCAN_params55,labels_twodiamonds_HDBSCAN_params56,labels_twodiamonds_HDBSCAN_params57,labels_twodiamonds_HDBSCAN_params58,labels_twodiamonds_HDBSCAN_params59,labels_twodiamonds_HDBSCAN_params6,labels_twodiamonds_HDBSCAN_params60,labels_twodiamonds_HDBSCAN_params61,labels_twodiamonds_HDBSCAN_params62,labels_twodiamonds_HDBSCAN_params63,labels_twodiamonds_HDBSCAN_params7,labels_twodiamonds_HDBSCAN_params8,labels_twodiamonds_HDBSCAN_params9
B,0.018692369751008533,0.13085232758808282,0.1656390664801529,0.4022791563706068,0.4022791563706068,0.4022791563706068,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.018692369751008533,0.35671967732776855,0.35671967732776855,0.11983790772255297,0.11983790772255297,0.11983790772255297,0.424181341155278,0.424181341155278,0.424181341155278,0.424181341155278,0.1505927421429475,0.018692369751008533,0.1505927421429475,0.1505927421429475,0.18646813924807945,0.4022791563706068,0.4022791563706068,0.4022791563706068,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.424181341155278,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.1556027893255003,0.1556027893255003,0.1556027893255003,0.424181341155278,0.424181341155278,0.424181341155278,0.424181341155278,0.424181341155278,0.14810310150168557,0.14810310150168557,0.14810310150168557,0.18422040128839876,0.4022791563706068,0.4022791563706068,0.4022791563706068,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.424181341155278,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.35671967732776855,0.424181341155278,0.13085232758808282,0.13085232758808282
BH,0.13878157116276602,2.9192273227402086,6.9712966928029765,71.45438847962353,71.45438847962353,71.45438847962353,57.07123640130716,57.07123640130716,57.07123640130716,57.07123640130716,57.07123640130716,0.13878157116276602,57.07123640130716,57.07123640130716,3.518488316035891,3.518488316035891,3.518488316035891,73.4102533880127,73.4102533880127,73.4102533880127,73.4102533880127,4.988078863565008,0.13878157116276602,4.988078863565008,4.988078863565008,12.326324563972685,71.45438847962353,71.45438847962353,71.45438847962353,57.07123640130716,57.07123640130716,57.07123640130716,57.07123640130716,73.4102533880127,57.07123640130716,57.07123640130716,57.07123640130716,7.679341648096206,7.679341648096206,7.679341648096206,73.4102533880127,73.4102533880127,73.4102533880127,73.4102533880127,73.4102533880127,6.807020150372301,6.807020150372301,6.807020150372301,15.193463366833317,71.45438847962353,71.45438847962353,71.45438847962353,57.07123640130716,57.07123640130716,57.07123640130716,73.4102533880127,57.07123640130716,57.07123640130716,57.07123640130716,57.07123640130716,73.4102533880127,2.9192273227402086,2.9192273227402086
D,0.15072500930755237,0.11274565297382282,0.1013354283296782,0.29282874054339286,0.29282874054339286,0.29282874054339286,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.15072500930755237,0.30806984071356536,0.30806984071356536,0.12214159824257495,0.12214159824257495,0.12214159824257495,0.22032295801508134,0.22032295801508134,0.22032295801508134,0.22032295801508134,0.09252075712675027,0.15072500930755237,0.09252075712675027,0.09252075712675027,0.13644735333145602,0.29282874054339286,0.29282874054339286,0.29282874054339286,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.22032295801508134,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.09949983307641111,0.09949983307641111,0.09949983307641111,0.22032295801508134,0.22032295801508134,0.22032295801508134,0.22032295801508134,0.22032295801508134,0.09620512605464583,0.09620512605464583,0.09620512605464583,0.13644735333145602,0.29282874054339286,0.29282874054339286,0.29282874054339286,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.22032295801508134,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.30806984071356536,0.22032295801508134,0.11274565297382282,0.11274565297382282
H,2.855039610565366,1.096787335911752,1.0615609185980153,0.3339365932370634,0.3339365932370634,0.3339365932370634,0.30149206228788195,0.30149206228788195,0.30149206228788195,0.30149206228788195,0.30149206228788195,2.855039610565366,0.30149206228788195,0.30149206228788195,1.2663463255775937,1.2663463255775937,1.2663463255775937,0.349124006549379,0.349124006549379,0.349124006549379,0.349124006549379,0.7927142950645283,2.855039610565366,0.7927142950645283,0.7927142950645283,0.9146280559818302,0.3339365932370634,0.3339365932370634,0.3339365932370634,0.30149206228788195,0.30149206228788195,0.30149206228788195,0.30149206228788195,0.349124006549379,0.30149206228788195,0.30149206228788195,0.30149206228788195,0.7598824200542641,0.7598824200542641,0.7598824200542641,0.349124006549379,0.349124006549379,0.349124006549379,0.349124006549379,0.349124006549379,0.6893144251690997,0.6893144251690997,0.6893144251690997,0.680536892393993,0.3339365932370634,0.3339365932370634,0.3339365932370634,0.30149206228788195,0.30149206228788195,0.30149206228788195,0.349124006549379,0.30149206228788195,0.30149206228788195,0.30149206228788195,0.30149206228788195,0.349124006549379,1.096787335911752,1.096787335911752
DBCV,0.6323108876695211,0.5274048945963316,0.2592485867560808,0.1398739127151963,0.1398739127151963,0.1398739127151963,0.6183066246233409,0.6183066246233409,0.6183066246233409,0.6183066246233409,0.6183066246233409,0.6323108876695211,0.6183066246233409,0.6183066246233409,0.03477380060027683,0.03477380060027683,0.03477380060027683,-0.5782108072074553,-0.5782108072074553,-0.5782108072074553,-0.5782108072074553,0.2512561883853713,0.6323108876695211,0.2512561883853713,0.2512561883853713,0.05676027143806333,0.1398739127151963,0.1398739127151963,0.1398739127151963,0.6183066246233409,0.6183066246233409,0.6183066246233409,0.6183066246233409,-0.5782108072074553,0.6183066246233409,0.6183066246233409,0.6183066246233409,-0.1221910842742527,-0.1221910842742527,-0.1221910842742527,-0.5782108072074553,-0.5782108072074553,-0.5782108072074553,-0.5782108072074553,-0.5782108072074553,0.2919534283513671,0.2919534283513671,0.2919534283513671,0.12472106935318888,0.1398739127151963,0.1398739127151963,0.1398739127151963,0.6183066246233409,0.6183066246233409,0.6183066246233409,-0.5782108072074553,0.6183066246233409,0.6183066246233409,0.6183066246233409,0.6183066246233409,-0.5782108072074553,0.5274048945963316,0.5274048945963316
I,0.35168301901693466,0.16223223018592015,0.19188491615739403,0.636501517688347,0.636501517688347,0.636501517688347,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.35168301901693466,0.6701643842223989,0.6701643842223989,0.2514915759017547,0.2514915759017547,0.2514915759017547,0.6193954237734425,0.6193954237734425,0.6193954237734425,0.6193954237734425,0.21789347113443538,0.35168301901693466,0.21789347113443538,0.21789347113443538,0.28451424771365963,0.636501517688347,0.636501517688347,0.636501517688347,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.6193954237734425,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.2926972239003945,0.2926972239003945,0.2926972239003945,0.6193954237734425,0.6193954237734425,0.6193954237734425,0.6193954237734425,0.6193954237734425,0.2970800237422366,0.2970800237422366,0.2970800237422366,0.37502929507658117,0.636501517688347,0.636501517688347,0.636501517688347,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.6193954237734425,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.6701643842223989,0.6193954237734425,0.16223223018592015,0.16223223018592015
C,0.017121204284821098,0.09942988523944382,0.09016028646921072,0.08538657277360441,0.08538657277360441,0.08538657277360441,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.017121204284821098,0.07128540883035454,0.07128540883035454,0.1001848955321146,0.1001848955321146,0.1001848955321146,0.09401693715610322,0.09401693715610322,0.09401693715610322,0.09401693715610322,0.10677594430875417,0.017121204284821098,0.10677594430875417,0.10677594430875417,0.0947485976458227,0.08538657277360441,0.08538657277360441,0.08538657277360441,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.09401693715610322,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.10798824941296045,0.10798824941296045,0.10798824941296045,0.09401693715610322,0.09401693715610322,0.09401693715610322,0.09401693715610322,0.09401693715610322,0.09665209208505506,0.09665209208505506,0.09665209208505506,0.08379831429731725,0.08538657277360441,0.08538657277360441,0.08538657277360441,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.09401693715610322,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.07128540883035454,0.09401693715610322,0.09942988523944382,0.09942988523944382
CDbw,3.836852387830126,4.286835586549846,2.902478795836577,0.10913315767330675,0.10913315767330675,0.10913315767330675,0.030184752940770335,0.030184752940770335,0.030184752940770335,0.030184752940770335,0.030184752940770335,3.836852387830126,0.030184752940770335,0.030184752940770335,1.9450853181342693,1.9450853181342693,1.9450853181342693,0.024499947139506977,0.024499947139506977,0.024499947139506977,0.024499947139506977,2.1540093567519754,3.836852387830126,2.1540093567519754,2.1540093567519754,1.2529822870300287,0.10913315767330675,0.10913315767330675,0.10913315767330675,0.030184752940770335,0.030184752940770335,0.030184752940770335,0.030184752940770335,0.024499947139506977,0.030184752940770335,0.030184752940770335,0.030184752940770335,1.3010906944161913,1.3010906944161913,1.3010906944161913,0.024499947139506977,0.024499947139506977,0.024499947139506977,0.024499947139506977,0.024499947139506977,2.0028151356983104,2.0028151356983104,2.0028151356983104,0.785211689388555,0.10913315767330675,0.10913315767330675,0.10913315767330675,0.030184752940770335,0.030184752940770335,0.030184752940770335,0.024499947139506977,0.030184752940770335,0.030184752940770335,0.030184752940770335,0.030184752940770335,0.024499947139506977,4.286835586549846,4.286835586549846
VIASCKDE,0.5208913740020328,0.5805921224932004,0.577408474296705,0.6576229107438201,0.6576229107438201,0.6576229107438201,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.5208913740020328,0.6619483567722654,0.6619483567722654,0.5880002957093539,0.5880002957093539,0.5880002957093539,0.6399392905365875,0.6399392905365875,0.6399392905365875,0.6399392905365875,0.6181059965722756,0.5208913740020328,0.6181059965722756,0.6181059965722756,0.6143819514779467,0.6576229107438201,0.6576229107438201,0.6576229107438201,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.6399392905365875,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.6256704950012063,0.6256704950012063,0.6256704950012063,0.6399392905365875,0.6399392905365875,0.6399392905365875,0.6399392905365875,0.6399392905365875,0.6301368806654516,0.6301368806654516,0.6301368806654516,0.6069551678077858,0.6576229107438201,0.6576229107438201,0.6576229107438201,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.6399392905365875,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.6619483567722654,0.6399392905365875,0.5805921224932004,0.5805921224932004
COP,0.26512303317783786,0.24193269300973438,0.27250911196078886,0.2939820776270764,0.2939820776270764,0.2939820776270764,0.288971326579421,0.288971326579421,0.288971326579421,0.288971326579421,0.288971326579421,0.26512303317783786,0.288971326579421,0.288971326579421,0.23195044543601165,0.23195044543601165,0.23195044543601165,0.3019282138568539,0.3019282138568539,0.3019282138568539,0.3019282138568539,0.21005462363442615,0.26512303317783786,0.21005462363442615,0.21005462363442615,0.27932200087000225,0.2939820776270764,0.2939820776270764,0.2939820776270764,0.288971326579421,0.288971326579421,0.288971326579421,0.288971326579421,0.3019282138568539,0.288971326579421,0.288971326579421,0.288971326579421,0.22391911548196033,0.22391911548196033,0.22391911548196033,0.3019282138568539,0.3019282138568539,0.3019282138568539,0.3019282138568539,0.3019282138568539,0.22026498564840286,0.22026498564840286,0.22026498564840286,0.2819839301961928,0.2939820776270764,0.2939820776270764,0.2939820776270764,0.288971326579421,0.288971326579421,0.288971326579421,0.3019282138568539,0.288971326579421,0.288971326579421,0.288971326579421,0.288971326579421,0.3019282138568539,0.24193269300973438,0.24193269300973438
