,labels_zigzag_HDBSCAN_params1,labels_zigzag_HDBSCAN_params10,labels_zigzag_HDBSCAN_params11,labels_zigzag_HDBSCAN_params12,labels_zigzag_HDBSCAN_params13,labels_zigzag_HDBSCAN_params14,labels_zigzag_HDBSCAN_params15,labels_zigzag_HDBSCAN_params16,labels_zigzag_HDBSCAN_params17,labels_zigzag_HDBSCAN_params18,labels_zigzag_HDBSCAN_params19,labels_zigzag_HDBSCAN_params2,labels_zigzag_HDBSCAN_params20,labels_zigzag_HDBSCAN_params21,labels_zigzag_HDBSCAN_params22,labels_zigzag_HDBSCAN_params23,labels_zigzag_HDBSCAN_params24,labels_zigzag_HDBSCAN_params25,labels_zigzag_HDBSCAN_params26,labels_zigzag_HDBSCAN_params27,labels_zigzag_HDBSCAN_params28,labels_zigzag_HDBSCAN_params29,labels_zigzag_HDBSCAN_params3,labels_zigzag_HDBSCAN_params30,labels_zigzag_HDBSCAN_params31,labels_zigzag_HDBSCAN_params32,labels_zigzag_HDBSCAN_params33,labels_zigzag_HDBSCAN_params34,labels_zigzag_HDBSCAN_params35,labels_zigzag_HDBSCAN_params36,labels_zigzag_HDBSCAN_params37,labels_zigzag_HDBSCAN_params38,labels_zigzag_HDBSCAN_params39,labels_zigzag_HDBSCAN_params4,labels_zigzag_HDBSCAN_params40,labels_zigzag_HDBSCAN_params41,labels_zigzag_HDBSCAN_params42,labels_zigzag_HDBSCAN_params43,labels_zigzag_HDBSCAN_params44,labels_zigzag_HDBSCAN_params45,labels_zigzag_HDBSCAN_params46,labels_zigzag_HDBSCAN_params47,labels_zigzag_HDBSCAN_params48,labels_zigzag_HDBSCAN_params49,labels_zigzag_HDBSCAN_params5,labels_zigzag_HDBSCAN_params50,labels_zigzag_HDBSCAN_params51,labels_zigzag_HDBSCAN_params52,labels_zigzag_HDBSCAN_params53,labels_zigzag_HDBSCAN_params54,labels_zigzag_HDBSCAN_params55,labels_zigzag_HDBSCAN_params56,labels_zigzag_HDBSCAN_params57,labels_zigzag_HDBSCAN_params58,labels_zigzag_HDBSCAN_params59,labels_zigzag_HDBSCAN_params6,labels_zigzag_HDBSCAN_params60,labels_zigzag_HDBSCAN_params61,labels_zigzag_HDBSCAN_params62,labels_zigzag_HDBSCAN_params63,labels_zigzag_HDBSCAN_params7,labels_zigzag_HDBSCAN_params8,labels_zigzag_HDBSCAN_params9
B,1.157980452791119,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.712647486321953,1.133307572964346,1.133307572964346,1.133307572964346,1.133307572964346,1.133307572964346,1.157980452791119,1.133307572964346,1.981639696676858,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.2311191320435277,3.6284320441062903,1.157980452791119,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.712647486321953,1.133307572964346,1.133307572964346,1.133307572964346,1.133307572964346,1.157980452791119,1.133307572964346,1.133307572964346,1.981639696676858,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.2311191320435277,1.157980452791119,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.6284320441062903,3.712647486321953,1.133307572964346,1.133307572964346,1.133307572964346,1.157980452791119,1.133307572964346,1.133307572964346,1.133307572964346,1.981639696676858,1.2311191320435277,3.6284320441062903,3.6284320441062903
BH,31.475974911492333,22.210828100763468,22.210828100763468,22.210828100763468,22.210828100763468,33.86843575546791,0.7029583451349279,0.7029583451349279,0.7029583451349279,0.7029583451349279,0.7029583451349279,31.475974911492333,0.7029583451349279,7.198279153526886,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,53.42760886282477,22.210828100763468,31.475974911492333,22.210828100763468,22.210828100763468,22.210828100763468,22.210828100763468,22.210828100763468,33.86843575546791,0.7029583451349279,0.7029583451349279,0.7029583451349279,0.7029583451349279,31.475974911492333,0.7029583451349279,0.7029583451349279,7.198279153526886,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,53.42760886282477,31.475974911492333,22.210828100763468,22.210828100763468,22.210828100763468,22.210828100763468,22.210828100763468,22.210828100763468,33.86843575546791,0.7029583451349279,0.7029583451349279,0.7029583451349279,31.475974911492333,0.7029583451349279,0.7029583451349279,0.7029583451349279,7.198279153526886,53.42760886282477,22.210828100763468,22.210828100763468
D,0.1573078253282463,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.3299105336742929,0.3299105336742929,0.3299105336742929,0.3299105336742929,0.3299105336742929,0.1573078253282463,0.3299105336742929,0.3121159840192147,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.009037111303422314,0.1573078253282463,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.3299105336742929,0.3299105336742929,0.3299105336742929,0.3299105336742929,0.1573078253282463,0.3299105336742929,0.3299105336742929,0.3121159840192147,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.009037111303422314,0.3299105336742929,0.3299105336742929,0.3299105336742929,0.1573078253282463,0.3299105336742929,0.3299105336742929,0.3299105336742929,0.3121159840192147,0.1573078253282463,0.009037111303422314,0.009037111303422314
H,0.7083587440714038,,,,,,,,,,,0.7083587440714038,,,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.5248388532163502,,0.7083587440714038,,,,,,,,,,,0.7083587440714038,,,,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.5248388532163502,0.7083587440714038,,,,,,,,,,,0.7083587440714038,,,,,0.5248388532163502,,
DBCV,0.7287048960549705,0.829304548139666,0.829304548139666,0.829304548139666,0.829304548139666,0.40948583443880654,0.6220407783290103,0.6220407783290103,0.6220407783290103,0.6220407783290103,0.6220407783290103,0.7287048960549705,0.6220407783290103,0.4434415576171816,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.4864194520924737,0.829304548139666,0.7287048960549705,0.829304548139666,0.829304548139666,0.829304548139666,0.829304548139666,0.829304548139666,0.40948583443880654,0.6220407783290103,0.6220407783290103,0.6220407783290103,0.6220407783290103,0.7287048960549705,0.6220407783290103,0.6220407783290103,0.4434415576171816,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.4864194520924737,0.7287048960549705,0.829304548139666,0.829304548139666,0.829304548139666,0.829304548139666,0.829304548139666,0.829304548139666,0.40948583443880654,0.6220407783290103,0.6220407783290103,0.6220407783290103,0.7287048960549705,0.6220407783290103,0.6220407783290103,0.6220407783290103,0.4434415576171816,0.4864194520924737,0.829304548139666,0.829304548139666
I,0.2950714225360022,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.08835005872830956,5.5442280074266534,5.5442280074266534,5.5442280074266534,5.5442280074266534,5.5442280074266534,0.2950714225360022,5.5442280074266534,1.103599223631963,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.19033059211969452,0.17800794157119001,0.2950714225360022,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.08835005872830956,5.5442280074266534,5.5442280074266534,5.5442280074266534,5.5442280074266534,0.2950714225360022,5.5442280074266534,5.5442280074266534,1.103599223631963,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.19033059211969452,0.2950714225360022,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.17800794157119001,0.08835005872830956,5.5442280074266534,5.5442280074266534,5.5442280074266534,0.2950714225360022,5.5442280074266534,5.5442280074266534,5.5442280074266534,1.103599223631963,0.19033059211969452,0.17800794157119001,0.17800794157119001
C,0.43200920273601867,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.4067711375403768,0.2623279403585093,0.2623279403585093,0.2623279403585093,0.2623279403585093,0.2623279403585093,0.43200920273601867,0.2623279403585093,0.23217578026202149,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.4324410394593794,0.40972442056019565,0.43200920273601867,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.4067711375403768,0.2623279403585093,0.2623279403585093,0.2623279403585093,0.2623279403585093,0.43200920273601867,0.2623279403585093,0.2623279403585093,0.23217578026202149,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.4324410394593794,0.43200920273601867,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.40972442056019565,0.4067711375403768,0.2623279403585093,0.2623279403585093,0.2623279403585093,0.43200920273601867,0.2623279403585093,0.2623279403585093,0.2623279403585093,0.23217578026202149,0.4324410394593794,0.40972442056019565,0.40972442056019565
CDbw,0.5907171199298666,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.0732393693137865,0.4940891471954035,0.4940891471954035,0.4940891471954035,0.4940891471954035,0.4940891471954035,0.5907171199298666,0.4940891471954035,0.1474621335324771,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.25363259940417665,0.1806112188020132,0.5907171199298666,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.0732393693137865,0.4940891471954035,0.4940891471954035,0.4940891471954035,0.4940891471954035,0.5907171199298666,0.4940891471954035,0.4940891471954035,0.1474621335324771,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.25363259940417665,0.5907171199298666,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.1806112188020132,0.0732393693137865,0.4940891471954035,0.4940891471954035,0.4940891471954035,0.5907171199298666,0.4940891471954035,0.4940891471954035,0.4940891471954035,0.1474621335324771,0.25363259940417665,0.1806112188020132,0.1806112188020132
VIASCKDE,0.6570805555161726,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.4598295973902102,0.6230005112281225,0.6230005112281225,0.6230005112281225,0.6230005112281225,0.6230005112281225,0.6570805555161726,0.6230005112281225,0.5443857047470788,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.48556768060688865,0.6299817001437702,0.6570805555161726,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.4598295973902102,0.6230005112281225,0.6230005112281225,0.6230005112281225,0.6230005112281225,0.6570805555161726,0.6230005112281225,0.6230005112281225,0.5443857047470788,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.48556768060688865,0.6570805555161726,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.6299817001437702,0.4598295973902102,0.6230005112281225,0.6230005112281225,0.6230005112281225,0.6570805555161726,0.6230005112281225,0.6230005112281225,0.6230005112281225,0.5443857047470788,0.48556768060688865,0.6299817001437702,0.6299817001437702
COP,0.18712733183597763,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.20798050333558607,0.1599204954132322,0.1599204954132322,0.1599204954132322,0.1599204954132322,0.1599204954132322,0.18712733183597763,0.1599204954132322,0.22103770825807045,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.20432909668805768,0.19358965248059137,0.18712733183597763,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.20798050333558607,0.1599204954132322,0.1599204954132322,0.1599204954132322,0.1599204954132322,0.18712733183597763,0.1599204954132322,0.1599204954132322,0.22103770825807045,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.20432909668805768,0.18712733183597763,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.19358965248059137,0.20798050333558607,0.1599204954132322,0.1599204954132322,0.1599204954132322,0.18712733183597763,0.1599204954132322,0.1599204954132322,0.1599204954132322,0.22103770825807045,0.20432909668805768,0.19358965248059137,0.19358965248059137
Sym,0.0900003987318755,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.015221942925639888,0.04784456078336233,0.04784456078336233,0.04784456078336233,0.04784456078336233,0.04784456078336233,0.0900003987318755,0.04784456078336233,0.033906063176057384,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.019248989833468785,0.03503880489275352,0.0900003987318755,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.015221942925639888,0.04784456078336233,0.04784456078336233,0.04784456078336233,0.04784456078336233,0.0900003987318755,0.04784456078336233,0.04784456078336233,0.033906063176057384,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.019248989833468785,0.0900003987318755,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.03503880489275352,0.015221942925639888,0.04784456078336233,0.04784456078336233,0.04784456078336233,0.0900003987318755,0.04784456078336233,0.04784456078336233,0.04784456078336233,0.033906063176057384,0.019248989833468785,0.03503880489275352,0.03503880489275352
CS,1.4332832232504047,3.931680334039998,3.931680334039998,3.931680334039998,3.931680334039998,3.598827702172511,1.2204641768938274,1.2204641768938274,1.2204641768938274,1.2204641768938274,1.2204641768938274,1.4332832232504047,1.2204641768938274,2.4851506830154064,1.4332832232504047,1.4332832232504047,1.4332832232504047,1.4332832232504047,1.4332832232504047,1.4332832232504047,1.5174144788070139,3.931680334039998,1.4332832232504047,3.931680334039998,3.931680334039998,3.931680334039998,3.931680334039998,3.931680334039998,3.598827702172511,1.2204641768938274,1.2204641768938274,1.2204641768938274,1.2204641768938274,1.4332832232504047,1.2204641768938274,1.2204641768938274,2.4851506830154064,1.4332832232504047,1.4332832232504047,1.4332832232504047,1.4332832232504047,1.4332832232504047,1.4332832232504047,1.5174144788070139,1.4332832232504047,3.931680334039998,3.931680334039998,3.931680334039998,3.931680334039998,3.931680334039998,3.931680334039998,3.598827702172511,1.2204641768938274,1.2204641768938274,1.2204641768938274,1.4332832232504047,1.2204641768938274,1.2204641768938274,1.2204641768938274,2.4851506830154064,1.5174144788070139,3.931680334039998,3.931680334039998
SF,0.34626752295434327,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.1356022880692378,0.2515999605857415,0.2515999605857415,0.2515999605857415,0.2515999605857415,0.2515999605857415,0.34626752295434327,0.2515999605857415,0.22243630331681863,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.3882585070737762,0.11912377346187697,0.34626752295434327,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.1356022880692378,0.2515999605857415,0.2515999605857415,0.2515999605857415,0.2515999605857415,0.34626752295434327,0.2515999605857415,0.2515999605857415,0.22243630331681863,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.3882585070737762,0.34626752295434327,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.11912377346187697,0.1356022880692378,0.2515999605857415,0.2515999605857415,0.2515999605857415,0.34626752295434327,0.2515999605857415,0.2515999605857415,0.2515999605857415,0.22243630331681863,0.3882585070737762,0.11912377346187697,0.11912377346187697
SD,485017.1653232413,1278171.2070051257,1278171.2070051257,1278171.2070051257,1278171.2070051257,1630723.2460700292,378305.8224401131,378305.8224401131,378305.8224401131,378305.8224401131,378305.8224401131,485017.1653232413,378305.8224401131,805322.0545922957,485017.1653232413,485017.1653232413,485017.1653232413,485017.1653232413,485017.1653232413,485017.1653232413,610092.694117111,1278171.2070051257,485017.1653232413,1278171.2070051257,1278171.2070051257,1278171.2070051257,1278171.2070051257,1278171.2070051257,1630723.2460700292,378305.8224401131,378305.8224401131,378305.8224401131,378305.8224401131,485017.1653232413,378305.8224401131,378305.8224401131,805322.0545922957,485017.1653232413,485017.1653232413,485017.1653232413,485017.1653232413,485017.1653232413,485017.1653232413,610092.694117111,485017.1653232413,1278171.2070051257,1278171.2070051257,1278171.2070051257,1278171.2070051257,1278171.2070051257,1278171.2070051257,1630723.2460700292,378305.8224401131,378305.8224401131,378305.8224401131,485017.1653232413,378305.8224401131,378305.8224401131,378305.8224401131,805322.0545922957,610092.694117111,1278171.2070051257,1278171.2070051257
SDbw,1.4026573376089648,2.308046327397708,2.308046327397708,2.308046327397708,2.308046327397708,2.414665934851932,1.0193070214654543,1.0193070214654543,1.0193070214654543,1.0193070214654543,1.0193070214654543,1.4026573376089648,1.0193070214654543,1.63272976778463,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.5716602156366726,2.308046327397708,1.4026573376089648,2.308046327397708,2.308046327397708,2.308046327397708,2.308046327397708,2.308046327397708,2.414665934851932,1.0193070214654543,1.0193070214654543,1.0193070214654543,1.0193070214654543,1.4026573376089648,1.0193070214654543,1.0193070214654543,1.63272976778463,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.4026573376089648,1.5716602156366726,1.4026573376089648,2.308046327397708,2.308046327397708,2.308046327397708,2.308046327397708,2.308046327397708,2.308046327397708,2.414665934851932,1.0193070214654543,1.0193070214654543,1.0193070214654543,1.4026573376089648,1.0193070214654543,1.0193070214654543,1.0193070214654543,1.63272976778463,1.5716602156366726,2.308046327397708,2.308046327397708
XB*,1.895558884417418,85.21402295506614,85.21402295506614,85.21402295506614,85.21402295506614,16.45480985778697,2.272908184131638,2.272908184131638,2.272908184131638,2.272908184131638,2.272908184131638,1.895558884417418,2.272908184131638,2.9025857481139354,1.895558884417418,1.895558884417418,1.895558884417418,1.895558884417418,1.895558884417418,1.895558884417418,1.0338830691523118,85.21402295506614,1.895558884417418,85.21402295506614,85.21402295506614,85.21402295506614,85.21402295506614,85.21402295506614,16.45480985778697,2.272908184131638,2.272908184131638,2.272908184131638,2.272908184131638,1.895558884417418,2.272908184131638,2.272908184131638,2.9025857481139354,1.895558884417418,1.895558884417418,1.895558884417418,1.895558884417418,1.895558884417418,1.895558884417418,1.0338830691523118,1.895558884417418,85.21402295506614,85.21402295506614,85.21402295506614,85.21402295506614,85.21402295506614,85.21402295506614,16.45480985778697,2.272908184131638,2.272908184131638,2.272908184131638,1.895558884417418,2.272908184131638,2.272908184131638,2.272908184131638,2.9025857481139354,1.0338830691523118,85.21402295506614,85.21402295506614
